name,category,review.point,price,currency,description.1.2247.
"Springbank 10 year old, 46%",Single Malt Scotch,84,68,$,"The black-labeled Carbon relates to heavily charred casks, which bring aromas of toffee, raisin, chocolate, dark concentrated fruits, barbecued meat, and ashy soot. The smokiness broods malevolently if you leave the glass. The texture feels too light to shoulder the flavors of dark char, toffee, spice, and dark fruity chocolate as the balance becomes swamped in smoke. It’s like a young child wearing their father’s thickest winter overcoat. (Global Travel Retail only)"
"Murray McDavid (distilled at Strathisla) 1976, 46%",Single Malt Scotch,84,150,$,"Stick your snout into aromas of rich tea biscuits, honey, tangerine, toasted almond chips, candied pineapple chunks, and a prickle of spice. It’s youthful but integrated, the grain domineering over the malt. A likable flavor sequence begins with lovely honey sweetness, honeydew melon, and pear, before a citrus phase, followed by an ominous wave of spice which vanquishes the sweet fruits, leaving a swift, spicy finish. (12,000 bottles for U.S.)"
"Gordon & MacPhail (distilled at Strathisla), Cask #8510, 25 year old, 48.7%",Single Malt Scotch,84,185,$,"Behind its comic book label, this pallid 3 year old, 40% malt content whisky has a nose of vanilla frosting, fudge, caramel, whole lime, orange peel, fresh apple, nougat, sesame seed bars, and faint notes of ground black pepper This works beautifully in long drinks, with its light character of dominant lemon flavors, vanilla, fizzy sherbet, and traces of spice. No messing around: it’s sharp, tangy, zingy, and refreshing. (12,000 bottles for U.S.)"
"Talisker 175th Anniversary bottling, 45.8%",Single Malt Scotch,84,100,$,"The scents of a forest floor—dried leaves, old pine needles, twigs—mingle with stewed fruit, biscuity malt, lemon oil, and rose petal soap. The palate is light and candy-sweet, like strawberry jelly beans, candied rose petals, and sugar cookies tinged with cinnamon. Youthful and very light, but pleasant. (Total Wine & More)"
"Murray McDavid 9 year old 1997 vintage (distilled at Macallan), 46%",Single Malt Scotch,84,70,$,"An initial aroma of carrot peelings gives way to cedar, allspice, lemon, and chamomile; with water added, carrot cake, almond shell, and lemon icing emerge. On the palate there’s chamomile tea with lemon and clove, candied violet, orange, and cedar, swooping into a finish of oak and dried flowers. (Total Wine & More)"
"Gordon & MacPhail (distilled at Ledaig), cask #2, 1994 vintage, 12 year old, 46%",Single Malt Scotch,84,65,$,"A delicate grassy nose with aromas of bread dough, green bananas, cardamom, and lemon. Light-bodied on the palate, with pleasant flavors of cardamom, lemon, and white pepper, it rushes through to a more substantial finish of roasted walnuts, tobacco leaf, unsweetened chocolate, and oak. (Total Wine & More)"
"Tobermory 15 year old, 46.3%",Single Malt Scotch,84,110,$,"Sulfury funk on the nose might intimidate, but it’s a harbinger of the whisky’s strong sherry influence. There are also aromas of cinnamon, allspice, tangy stewed fruit, roasted almonds, and saline. The palate is intensely floral, with raisins, dried figs, hazelnuts, red berries, and a little milk chocolate. Richly flavored, but light-bodied; a gentle sherried whisky. (Total Wine & More)"
"	Bruichladdich 'Rocks', 46%",Single Malt Scotch,84,50,$,"On the nose, spiced plums, cinnamon, clove, ginger, and cooked fruit mingle with seawater and a waft of guava. A tug of war between sweet—orange oil, cookies with lemon icing—and spice—cloves, dried ginger—resolves into a finish of milk chocolate with a hint of hookah tobacco. This is light and a bit hot, but its perfumy character shows well. Finished in first-fill bourbon barrels. (Trader Joe’s)"
"Single Malts of Scotland (distilled at Cragganmore), 1985 vintage, 22 year old, 56.7%",Single Malt Scotch,84,100,$,"Quite youthful on the nose, with barley, vanilla, and finally nectarines. Smooth and medium-bodied, with floral notes, custard, and milk chocolate. A relatively short finish, with sappy oak."
"The Dalmore Gran Reserva, 40%",Single Malt Scotch,84,65,$,"Banana chips, peppercorn, coriander stalks, dry grasses, cracker bread, faint lemon zest, butterscotch, and green apple; more grain than malt character evident. With watery citrus, butterscotch, walnut, lemon peel, and caramel initially, it’s lighter-bodied but balanced. It develops more spices and a fine texture as it dilutes, lifted by cinnamon, caramel, and gentle spices. Overlook the hard-to-love nose, and this is tasty both neat and over ice."
"Isle of Skye, 8 year old, 43%",Blended Scotch Whisky,84,29,$,"Buttercream, fresh-cut bread, taffy candy, citrus, and a distinctive hoppy note from the craft ale casks. Charmingly smooth but quite light bodied, there is warmed bramble fruit, bitter grapefruit peel, and plenty of peppery spice. This stands up well to other ale-cask finished whiskies, but in the Grant’s range there are better whiskies with more to offer."
"Islay Mist, 17 year old, 40%",Blended Scotch Whisky,84,80,$,"Initially aged in first-fill bourbon barrels, then finished in Pedro Ximénez sherry casks. On the nose, ripe peaches, apricots, vanilla, caramel, and mildly smoky sherry surface. The slightly viscous palate offers more sherry, wood spices, cinnamon, salted caramel, oak, peanuts, and a hint of salt. The finish is medium in length, herbal, and drying, with sea salt."
"Lombard Gold Label, 40%",Blended Scotch Whisky,84,17,$,"A combination of first-fill and refill bourbon casks was employed for maturation, followed by 6 months of finishing in first-fill oloroso sherry butts. The nose proclaims youthfulness, with metallic notes and a hint of yeast, but the sherry casks provide walnut, old leather, tobacco, and orange. Sherry, freshly planed wood, white pepper, and red currants on the palate. Plums dipped in sherry on the finish."
"Edradour 'Ballechin (#4),' 46%",Single Malt Scotch,84,100,$,"First released in 2008, Peaty Tang is a blend of 4 to 5 year old heavily peated and 8 year old unpeated whiskies. Pipe tobacco on the nose, with damp undergrowth, canned pears, and smoked meat. Medium-bodied, with light sweet peat smoke, vanilla, cereal, green apples, and licorice on the palate. Dark chocolate, caramel, and tangy smoke in the short to medium finish."
"Compass Box 'The Spice Tree', 46%",Blended Scotch Whisky,84,65,$,"Sweet, with a touch of saline on the nose: almond cream, lemon curd, fresh coconut, kumquat, and vanilla salt water taffy. The palate is soft and velvety, with apples and pears, toffee, a sprinkling of grapefruit and kumquat, and a touch of guava. Lingering sweetness on the finish, though it fades quickly. Water doesn’t do it any favors; taste this neat."
"GlenDronach 18 year old, 46%",Single Malt Scotch,84,136,$,"Light to medium in body, but quite flavorful. Firm spice notes and subtle brine (both of which are often found in Northern Highland malts) makes the whisky fresh and quite lively. There’s a soothing, mouth-coating, toffee sweetness providing balance and depth. This is the first distillery bottling of Balblair available here in the U.S. in a long time, and it is very welcomed."
"Auchentoshan 12 year old, 40%",Single Malt Scotch,84,48,$,"Finished in a pedro ximinez cask. This is the sweetest and most tactile of the three whiskies. Peat smoke married with lush notes of sultana, ripe peaches, pineapple, white chocolate, shortbread, and thick honey. Delicate floral notes (heather, lavender) add finesse. I expected a darker personality with the sherry finish. I was pleasantly surprised."
"The Glenrothes Alba Reserve, 40%",Single Malt Scotch,84,60,$,"A peated version of Benriach that was also finished in a port pipe. There is a really nice blend of flavors here; a sweet malty foundation layered with ripe red fruit notes (raspberry, strawberry preserve, currant) and a firm blanket of smoke that goes on and on. All the flavors are bold, but they’re equally balanced. Not a subtle whisky but quite entertaining. (Binny’s Beverage Depot exclusive)"
"Stronachie, 12 year old, 43%",Single Malt Scotch,84,50,$,"The oldest of the group, and it shows. When compared to younger expressions, there’s less peaches and more citrus (lemon, tangerine). It is thicker on the palate-with notes of fat barley and crème brulee-before dry, resinous oak notes intensify. Dry, spicy finish. Not as even-keeled as younger expressions, but quite dynamic."
"Hazelburn, 47.4%",Single Malt Scotch,84,95,$,"Pale gold color. Aromas reminiscent of a holiday spice cake-ginger, cinnamon, honey, and a touch of citrus fruit. Medium bodied, but it coats the palate-there's some viscosity here. The flavors are rather soothing and very much like its aroma, with a malty sweetness throughout and a lingering finish.
   Style: Highland single malt Scotch whisky. Price: high $80s. Limited availability. 
   The owners of Blair Athol have chosen not to export this whisky to the U.S. For this reason it can be rather difficult to find, only occasionally being imported by one of the independent bottlers. This particular expression is a very good example from this distillery."
"Caol Ila, 58.4%",Single Malt Scotch,84,153,$,"Aged in bourbon casks and then enhanced in Rioja wine casks. A mélange of red berry fruits, firm malt, thick vanilla and spicy oak, along with a hint of grape skin, anise, and orange peel. Gritty, dry finish."
"Blair Athol, 55.8%",Single Malt Scotch,84,100,$,"Aged in refill sherry casks. One taste bears this out with its dominant honeyed fruit foundation (lemons, melons, pineapple). Still, that Bruichladdich freshness and appetizing ""sea breeze"" character dovetails nicely. Fuller, more rounded, and with a bit more going on here than the Full Strength expression reviewed below, but not as appetizing."
"Benromach 12 year old Origins (Batch 2), 50%",Single Malt Scotch,84,80,$,"Aged in used bourbon barrels. A fresh, appetizing whisky of brine and white pepper, with an underlying foundation of vanilla, barley, and grassy/hay-like notes. A very subtle teasing of citrus lingers throughout. Very clean and straight-forward, with an appetizing finish. A whisky aperitif?"
"Glenfiddich Age of Discovery 19 year old, 40%",Single Malt Scotch,84,123,$,"It is unusual to find a Bruichladdich whisky with this much sherry influence-this one is aged in a refill sherry hogshead. I must admit that I generally like a less sherried Bruichladdich-it makes it easier to appreciate the distillery's subtle complexities. While there certainly is more than enough sherry to go around in this whisky, the distillery character does manage to fight its way through. This whisky's strong point is that the sherry influence is clean and not insipid like some sherried whiskies. Chewy caramel, toffee, and ripe fruit notes are most evident in this whisky, with Bruichladdich's signature-an appetizing fresh briny character-emerging midway on the palate through to the finish. If you like Bruichladdich and you appreciate a cleanly sherried whisky, then I think you'll enjoy this one."
